ten,loai_dien_thoai,thoi_gian_bao_hanh,danh_gia,so_luong_binh_luan,duong_dan,mau_sac,gia_moi,gia_cu,he_dieu_hanh,cpu,ram,bo_nho_trong,dung_luong_pin,thiet_ke,hang_dien_thoai,la_dien_thoai_cu,kich_thuoc_man_hinh,tan_so_quet,do_sang_man_hinh,loai_man_hinh,so_the_sim,loai_pin,cong_suat_sac,do_phan_giai_cam_sau,do_phan_giai_cam_truoc
Điện thoại Xiaomi Redmi Note 12 Discovery Edition,Redmi,12,5.0,29,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-12-discovery-edition.html,Trắng,3450000,4950000,Android 12,"Dimensity 1080 (6nm)
8 nhân (1x2.6GHz & 3x2.2GHz & 3x1.8GHz)
GPU: Mali-G68",8.0,256.0,4300.0,Thanh + Cảm ứng,Xiaomi,false,6.67,120.0,,OLED,2,Li-Po,210.0,"200.0,8.0,2.0",16.0
Điện thoại Xiaomi Redmi Note 12 Discovery Edition,Redmi,12,5.0,29,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-12-discovery-edition.html,Xanh,3450000,4950000,Android 12,"Dimensity 1080 (6nm)
8 nhân (1x2.6GHz & 3x2.2GHz & 3x1.8GHz)
GPU: Mali-G68",8.0,256.0,4300.0,Thanh + Cảm ứng,Xiaomi,false,6.67,120.0,,OLED,2,Li-Po,210.0,"200.0,8.0,2.0",16.0
Điện thoại Vivo iQOO Z9x 5G (pin 6000mAh),Vivo,12,5.0,53,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9x-5g.html,Xanh,3350000,4950000,Android 14,"Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm)
8 nhân (4x2.2 GHz & 4x1.8 GHz)
GPU: Adreno 710",8.0,128.0,6000.0,"Khung nhựa vuông vức
Măt lưng nhựa phẳng; Màn hình phẳng
Kháng nước, chống bụi IP64",Vivo,false,6.72,120.0,1000.0,LCD,2,"",44.0,"50.0,2.0",8.0
Điện thoại Vivo iQOO Z9x 5G (pin 6000mAh),Vivo,12,5.0,53,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9x-5g.html,Xanh,3750000,4950000,Android 14,"Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm)
8 nhân (4x2.2 GHz & 4x1.8 GHz)
GPU: Adreno 710",8.0,128.0,6000.0,"Khung nhựa vuông vức
Măt lưng nhựa phẳng; Màn hình phẳng
Kháng nước, chống bụi IP64",Vivo,false,6.72,120.0,1000.0,LCD,2,"",44.0,"50.0,2.0",8.0
Điện thoại Vivo iQOO Z9x 5G (pin 6000mAh),Vivo,12,5.0,53,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9x-5g.html,Xanh,4150000,4950000,Android 14,"Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm)
8 nhân (4x2.2 GHz & 4x1.8 GHz)
GPU: Adreno 710",8.0,128.0,6000.0,"Khung nhựa vuông vức
Măt lưng nhựa phẳng; Màn hình phẳng
Kháng nước, chống bụi IP64",Vivo,false,6.72,120.0,1000.0,LCD,2,"",44.0,"50.0,2.0",8.0
Điện thoại Vivo iQOO Z9x 5G (pin 6000mAh),Vivo,12,5.0,53,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9x-5g.html,Trắng,3350000,4950000,Android 14,"Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm)
8 nhân (4x2.2 GHz & 4x1.8 GHz)
GPU: Adreno 710",8.0,128.0,6000.0,"Khung nhựa vuông vức
Măt lưng nhựa phẳng; Màn hình phẳng
Kháng nước, chống bụi IP64",Vivo,false,6.72,120.0,1000.0,LCD,2,"",44.0,"50.0,2.0",8.0
Điện thoại Vivo iQOO Z9x 5G (pin 6000mAh),Vivo,12,5.0,53,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9x-5g.html,Trắng,3750000,4950000,Android 14,"Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm)
8 nhân (4x2.2 GHz & 4x1.8 GHz)
GPU: Adreno 710",8.0,128.0,6000.0,"Khung nhựa vuông vức
Măt lưng nhựa phẳng; Màn hình phẳng
Kháng nước, chống bụi IP64",Vivo,false,6.72,120.0,1000.0,LCD,2,"",44.0,"50.0,2.0",8.0
Điện thoại Vivo iQOO Z9x 5G (pin 6000mAh),Vivo,12,5.0,53,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9x-5g.html,Trắng,4150000,4950000,Android 14,"Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm)
8 nhân (4x2.2 GHz & 4x1.8 GHz)
GPU: Adreno 710",8.0,128.0,6000.0,"Khung nhựa vuông vức
Măt lưng nhựa phẳng; Màn hình phẳng
Kháng nước, chống bụi IP64",Vivo,false,6.72,120.0,1000.0,LCD,2,"",44.0,"50.0,2.0",8.0
Điện thoại Vivo iQOO Z9x 5G (pin 6000mAh),Vivo,12,5.0,53,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9x-5g.html,Đen,3350000,4950000,Android 14,"Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm)
8 nhân (4x2.2 GHz & 4x1.8 GHz)
GPU: Adreno 710",8.0,128.0,6000.0,"Khung nhựa vuông vức
Măt lưng nhựa phẳng; Màn hình phẳng
Kháng nước, chống bụi IP64",Vivo,false,6.72,120.0,1000.0,LCD,2,"",44.0,"50.0,2.0",8.0
Điện thoại Vivo iQOO Z9x 5G (pin 6000mAh),Vivo,12,5.0,53,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9x-5g.html,Đen,3750000,4950000,Android 14,"Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm)
8 nhân (4x2.2 GHz & 4x1.8 GHz)
GPU: Adreno 710",8.0,128.0,6000.0,"Khung nhựa vuông vức
Măt lưng nhựa phẳng; Màn hình phẳng
Kháng nước, chống bụi IP64",Vivo,false,6.72,120.0,1000.0,LCD,2,"",44.0,"50.0,2.0",8.0
Điện thoại Vivo iQOO Z9x 5G (pin 6000mAh),Vivo,12,5.0,53,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9x-5g.html,Đen,4150000,4950000,Android 14,"Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm)
8 nhân (4x2.2 GHz & 4x1.8 GHz)
GPU: Adreno 710",8.0,128.0,6000.0,"Khung nhựa vuông vức
Măt lưng nhựa phẳng; Màn hình phẳng
Kháng nước, chống bụi IP64",Vivo,false,6.72,120.0,1000.0,LCD,2,"",44.0,"50.0,2.0",8.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Vàng,5250000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Vàng,5650000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Vàng,5850000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Đỏ,5250000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Đỏ,5650000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Đỏ,5850000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Đen,5350000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Đen,5650000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Đen,5950000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Xanh,5350000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Xanh,5650000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Xanh,5950000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Tím,5350000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Tím,5650000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Tím,5950000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Trắng,5350000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Trắng,5650000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
"Điện thoại iPhone 11 cũ (Chính hãng, Rẻ hơn 36%)",iPhone Cũ 99%,12,5.0,991,https://mobilecity.vn/apple/iphone-11-cu.html,Trắng,5950000,7950000,iOS 13,"Apple A13 Bionic (7 nm+)
6 nhân (2x2.65 GHz + 4x1.8 GHz)
GPU: Apple GPU (4-core graphics)",4.0,64.0,3110.0,Thiết kế nguyên 2 mặt kính,iPhone,true,6.1,,625.0,LCD,2,Li-Ion,18.0,"12.0,12.0",12.0
Điện thoại Vivo iQOO Z9 5G (Snapdragon 7 Gen 3),Vivo,12,5.0,183,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9-5g-snapdragon-7-gen-3.html,Xanh,4450000,5950000,Android 14,"Qualcomm Snapdragon 7 Gen 3 (4 nm)
8 nhân (1x2.63 GHz & 4x2.4 GHz & 3x1.8 GHz)
GPU: Adreno 720",8.0,128.0,6000.0,"Khung nhựa vuông vức
Mặt lưng nhựa cong nhẹ
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Vivo,false,6.78,144.0,4500.0,AMOLED,2,"",80.0,"50.0,2.0",16.0
Điện thoại Vivo iQOO Z9 5G (Snapdragon 7 Gen 3),Vivo,12,5.0,183,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9-5g-snapdragon-7-gen-3.html,Xanh,4750000,5950000,Android 14,"Qualcomm Snapdragon 7 Gen 3 (4 nm)
8 nhân (1x2.63 GHz & 4x2.4 GHz & 3x1.8 GHz)
GPU: Adreno 720",8.0,128.0,6000.0,"Khung nhựa vuông vức
Mặt lưng nhựa cong nhẹ
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Vivo,false,6.78,144.0,4500.0,AMOLED,2,"",80.0,"50.0,2.0",16.0
Điện thoại Vivo iQOO Z9 5G (Snapdragon 7 Gen 3),Vivo,12,5.0,183,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9-5g-snapdragon-7-gen-3.html,Xanh,5050000,5950000,Android 14,"Qualcomm Snapdragon 7 Gen 3 (4 nm)
8 nhân (1x2.63 GHz & 4x2.4 GHz & 3x1.8 GHz)
GPU: Adreno 720",8.0,128.0,6000.0,"Khung nhựa vuông vức
Mặt lưng nhựa cong nhẹ
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Vivo,false,6.78,144.0,4500.0,AMOLED,2,"",80.0,"50.0,2.0",16.0
Điện thoại Vivo iQOO Z9 5G (Snapdragon 7 Gen 3),Vivo,12,5.0,183,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9-5g-snapdragon-7-gen-3.html,Đen,4550000,5950000,Android 14,"Qualcomm Snapdragon 7 Gen 3 (4 nm)
8 nhân (1x2.63 GHz & 4x2.4 GHz & 3x1.8 GHz)
GPU: Adreno 720",8.0,128.0,6000.0,"Khung nhựa vuông vức
Mặt lưng nhựa cong nhẹ
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Vivo,false,6.78,144.0,4500.0,AMOLED,2,"",80.0,"50.0,2.0",16.0
Điện thoại Vivo iQOO Z9 5G (Snapdragon 7 Gen 3),Vivo,12,5.0,183,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9-5g-snapdragon-7-gen-3.html,Đen,4750000,5950000,Android 14,"Qualcomm Snapdragon 7 Gen 3 (4 nm)
8 nhân (1x2.63 GHz & 4x2.4 GHz & 3x1.8 GHz)
GPU: Adreno 720",8.0,128.0,6000.0,"Khung nhựa vuông vức
Mặt lưng nhựa cong nhẹ
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Vivo,false,6.78,144.0,4500.0,AMOLED,2,"",80.0,"50.0,2.0",16.0
Điện thoại Vivo iQOO Z9 5G (Snapdragon 7 Gen 3),Vivo,12,5.0,183,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9-5g-snapdragon-7-gen-3.html,Đen,5150000,5950000,Android 14,"Qualcomm Snapdragon 7 Gen 3 (4 nm)
8 nhân (1x2.63 GHz & 4x2.4 GHz & 3x1.8 GHz)
GPU: Adreno 720",8.0,128.0,6000.0,"Khung nhựa vuông vức
Mặt lưng nhựa cong nhẹ
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Vivo,false,6.78,144.0,4500.0,AMOLED,2,"",80.0,"50.0,2.0",16.0
Điện thoại Vivo iQOO Z9 5G (Snapdragon 7 Gen 3),Vivo,12,5.0,183,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9-5g-snapdragon-7-gen-3.html,Trắng,4550000,5950000,Android 14,"Qualcomm Snapdragon 7 Gen 3 (4 nm)
8 nhân (1x2.63 GHz & 4x2.4 GHz & 3x1.8 GHz)
GPU: Adreno 720",8.0,128.0,6000.0,"Khung nhựa vuông vức
Mặt lưng nhựa cong nhẹ
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Vivo,false,6.78,144.0,4500.0,AMOLED,2,"",80.0,"50.0,2.0",16.0
Điện thoại Vivo iQOO Z9 5G (Snapdragon 7 Gen 3),Vivo,12,5.0,183,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9-5g-snapdragon-7-gen-3.html,Trắng,4750000,5950000,Android 14,"Qualcomm Snapdragon 7 Gen 3 (4 nm)
8 nhân (1x2.63 GHz & 4x2.4 GHz & 3x1.8 GHz)
GPU: Adreno 720",8.0,128.0,6000.0,"Khung nhựa vuông vức
Mặt lưng nhựa cong nhẹ
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Vivo,false,6.78,144.0,4500.0,AMOLED,2,"",80.0,"50.0,2.0",16.0
Điện thoại Vivo iQOO Z9 5G (Snapdragon 7 Gen 3),Vivo,12,5.0,183,https://mobilecity.vn/dien-thoai/vivo-iqoo-z9-5g-snapdragon-7-gen-3.html,Trắng,5150000,5950000,Android 14,"Qualcomm Snapdragon 7 Gen 3 (4 nm)
8 nhân (1x2.63 GHz & 4x2.4 GHz & 3x1.8 GHz)
GPU: Adreno 720",8.0,128.0,6000.0,"Khung nhựa vuông vức
Mặt lưng nhựa cong nhẹ
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Vivo,false,6.78,144.0,4500.0,AMOLED,2,"",80.0,"50.0,2.0",16.0
Điện thoại Xiaomi Redmi Note 13 5G China (Dimensity 6080),Redmi,12,4.9,107,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-13-gia-re.html,Xanh,2950000,4950000,Android 13,"Mediatek Dimensity 6080 (6 nm)
8 nhân (2x2.4 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",6.0,128.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa
Kính trước Corning Gorilla Glass 5
Kháng nước, bụi IP54",Xiaomi,false,6.67,120.0,1000.0,AMOLED,2,Li-Po,33.0,"108.0,2.0",16.0
Điện thoại Xiaomi Redmi Note 13 5G China (Dimensity 6080),Redmi,12,4.9,107,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-13-gia-re.html,Xanh,3150000,4950000,Android 13,"Mediatek Dimensity 6080 (6 nm)
8 nhân (2x2.4 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",6.0,128.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa
Kính trước Corning Gorilla Glass 5
Kháng nước, bụi IP54",Xiaomi,false,6.67,120.0,1000.0,AMOLED,2,Li-Po,33.0,"108.0,2.0",16.0
Điện thoại Xiaomi Redmi Note 13 5G China (Dimensity 6080),Redmi,12,4.9,107,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-13-gia-re.html,Xanh,3450000,4950000,Android 13,"Mediatek Dimensity 6080 (6 nm)
8 nhân (2x2.4 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",6.0,128.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa
Kính trước Corning Gorilla Glass 5
Kháng nước, bụi IP54",Xiaomi,false,6.67,120.0,1000.0,AMOLED,2,Li-Po,33.0,"108.0,2.0",16.0
Điện thoại Xiaomi Redmi Note 13 5G China (Dimensity 6080),Redmi,12,4.9,107,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-13-gia-re.html,Trắng,3050000,4950000,Android 13,"Mediatek Dimensity 6080 (6 nm)
8 nhân (2x2.4 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",6.0,128.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa
Kính trước Corning Gorilla Glass 5
Kháng nước, bụi IP54",Xiaomi,false,6.67,120.0,1000.0,AMOLED,2,Li-Po,33.0,"108.0,2.0",16.0
Điện thoại Xiaomi Redmi Note 13 5G China (Dimensity 6080),Redmi,12,4.9,107,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-13-gia-re.html,Trắng,3150000,4950000,Android 13,"Mediatek Dimensity 6080 (6 nm)
8 nhân (2x2.4 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",6.0,128.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa
Kính trước Corning Gorilla Glass 5
Kháng nước, bụi IP54",Xiaomi,false,6.67,120.0,1000.0,AMOLED,2,Li-Po,33.0,"108.0,2.0",16.0
Điện thoại Xiaomi Redmi Note 13 5G China (Dimensity 6080),Redmi,12,4.9,107,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-13-gia-re.html,Trắng,3550000,4950000,Android 13,"Mediatek Dimensity 6080 (6 nm)
8 nhân (2x2.4 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",6.0,128.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa
Kính trước Corning Gorilla Glass 5
Kháng nước, bụi IP54",Xiaomi,false,6.67,120.0,1000.0,AMOLED,2,Li-Po,33.0,"108.0,2.0",16.0
Điện thoại Xiaomi Redmi Note 13 5G China (Dimensity 6080),Redmi,12,4.9,107,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-13-gia-re.html,Đen,3050000,4950000,Android 13,"Mediatek Dimensity 6080 (6 nm)
8 nhân (2x2.4 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",6.0,128.0,5000.0,"Khung nhựa vuông vức
Mặt lưng nhựa
Kính trước Corning Gorilla Glass 5
Kháng nước, bụi IP54",Xiaomi,false,6.67,120.0,1000.0,AMOLED,2,Li-Po,33.0,"108.0,2.0",16.0
