ten,loai_dien_thoai,thoi_gian_bao_hanh,danh_gia,so_luong_binh_luan,duong_dan,mau_sac,gia_moi,gia_cu,he_dieu_hanh,cpu,ram,bo_nho_trong,dung_luong_pin,thiet_ke,hang_dien_thoai,la_dien_thoai_cu,kich_thuoc_man_hinh,tan_so_quet,do_sang_man_hinh,loai_man_hinh,so_the_sim,loai_pin,cong_suat_sac,do_phan_giai_cam_sau,do_phan_giai_cam_truoc
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Titanium,6150000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Titanium,6250000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Trắng,5350000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Trắng,5750000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Trắng,6150000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Trắng,6250000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Đen,5350000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Đen,5750000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Đen,6150000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi Turbo 3 5G (Snapdragon 8s Gen 3),Redmi,12,5.0,589,https://mobilecity.vn/dien-thoai/xiaomi-redmi-turbo-3-snapdragon-8s-gen-3.html,Đen,6250000,6950000,Android 14,"Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
8 nhân (1x3.0 GHz & 4x2.8 GHz & 3x2.0 GHz)
GPU: Adreno 735",8.0,256.0,5000.0,"Khung nhựa phẳng
Mặt lưng nhựa bo cong
Kinh màn hình Gorilla Glass Victus
Kháng nước, bụi IP64
Cảm biến vân tay dưới màn hình",Xiaomi,false,6.67,120.0,2400.0,AMOLED,2,"",90.0,"50.0,8.0",20.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Tím,2450000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Tím,2650000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Tím,2950000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Tím,3250000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Đen,2450000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Đen,2650000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Đen,2950000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Đen,3250000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Xanh lá,2450000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Xanh lá,2650000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Xanh lá,2950000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Xanh lá,3250000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Xanh dương,2450000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Xanh dương,2650000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Xanh dương,2950000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi Redmi 14R 5G (Snapdragon 4 Gen 2),Redmi,12,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-redmi-14r-5g-snapdragon-gen-2.html,Xanh dương,3250000,,Android 14,"Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm)
8 nhân (2x2.2 GHz & 6x1.95 GHz)
GPU: Adreno 613",4.0,128.0,5160.0,"Khung nhựa vuông vức
Mặt lưng kính/nhựa/da
Màn hình phẳng",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,13.0,5.0
Điện thoại Xiaomi POCO C75 (màn 120Hz - 6.88 inch),POCO,18,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-poco-c75-man-6-88-120hz.html,Vàng (Gold),2550000,2950000,Android 14,"MediaTek Helio G81 Ultra (12 nm)
8 nhân (2x2.0 GHz & 6x1.8 GHz)
GPU: Mali-G52 MC2",6.0,128.0,5160.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Màn hình giọt nước phẳng
Cảm biến vân tay cạnh bên",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,50.0,13.0
Điện thoại Xiaomi POCO C75 (màn 120Hz - 6.88 inch),POCO,18,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-poco-c75-man-6-88-120hz.html,Vàng (Gold),3050000,2950000,Android 14,"MediaTek Helio G81 Ultra (12 nm)
8 nhân (2x2.0 GHz & 6x1.8 GHz)
GPU: Mali-G52 MC2",6.0,128.0,5160.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Màn hình giọt nước phẳng
Cảm biến vân tay cạnh bên",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,50.0,13.0
Điện thoại Xiaomi POCO C75 (màn 120Hz - 6.88 inch),POCO,18,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-poco-c75-man-6-88-120hz.html,Xanh lá,2550000,2950000,Android 14,"MediaTek Helio G81 Ultra (12 nm)
8 nhân (2x2.0 GHz & 6x1.8 GHz)
GPU: Mali-G52 MC2",6.0,128.0,5160.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Màn hình giọt nước phẳng
Cảm biến vân tay cạnh bên",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,50.0,13.0
Điện thoại Xiaomi POCO C75 (màn 120Hz - 6.88 inch),POCO,18,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-poco-c75-man-6-88-120hz.html,Xanh lá,3050000,2950000,Android 14,"MediaTek Helio G81 Ultra (12 nm)
8 nhân (2x2.0 GHz & 6x1.8 GHz)
GPU: Mali-G52 MC2",6.0,128.0,5160.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Màn hình giọt nước phẳng
Cảm biến vân tay cạnh bên",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,50.0,13.0
Điện thoại Xiaomi POCO C75 (màn 120Hz - 6.88 inch),POCO,18,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-poco-c75-man-6-88-120hz.html,Đen,2550000,2950000,Android 14,"MediaTek Helio G81 Ultra (12 nm)
8 nhân (2x2.0 GHz & 6x1.8 GHz)
GPU: Mali-G52 MC2",6.0,128.0,5160.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Màn hình giọt nước phẳng
Cảm biến vân tay cạnh bên",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,50.0,13.0
Điện thoại Xiaomi POCO C75 (màn 120Hz - 6.88 inch),POCO,18,5.0,0,https://mobilecity.vn/dien-thoai/xiaomi-poco-c75-man-6-88-120hz.html,Đen,3050000,2950000,Android 14,"MediaTek Helio G81 Ultra (12 nm)
8 nhân (2x2.0 GHz & 6x1.8 GHz)
GPU: Mali-G52 MC2",6.0,128.0,5160.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Màn hình giọt nước phẳng
Cảm biến vân tay cạnh bên",Xiaomi,false,6.88,120.0,450.0,LCD,2,"",18.0,50.0,13.0
Điện thoại Xiaomi REDMI Note 14 Chính hãng (Helio G99 Ultra),Redmi,24,5.0,5,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-4g.html,Tím Sương Mai,4000000,4950000,Android 14,"MediaTek MT8781 Helio G99 Ultra (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",6.0,128.0,5500.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Màn hình phẳng kính Corning Gorilla 5
Kháng nước, bụi IP54",Xiaomi,false,6.67,120.0,1200.0,AMOLED,2,"",33.0,"108.0,2.0,2.0",20.0
Điện thoại Xiaomi REDMI Note 14 Chính hãng (Helio G99 Ultra),Redmi,24,5.0,5,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-4g.html,Tím Sương Mai,4600000,4950000,Android 14,"MediaTek MT8781 Helio G99 Ultra (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",6.0,128.0,5500.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Màn hình phẳng kính Corning Gorilla 5
Kháng nước, bụi IP54",Xiaomi,false,6.67,120.0,1200.0,AMOLED,2,"",33.0,"108.0,2.0,2.0",20.0
Điện thoại Xiaomi REDMI Note 14 Chính hãng (Helio G99 Ultra),Redmi,24,5.0,5,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-4g.html,Xanh Lime,4000000,4950000,Android 14,"MediaTek MT8781 Helio G99 Ultra (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",6.0,128.0,5500.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Màn hình phẳng kính Corning Gorilla 5
Kháng nước, bụi IP54",Xiaomi,false,6.67,120.0,1200.0,AMOLED,2,"",33.0,"108.0,2.0,2.0",20.0
Điện thoại Xiaomi REDMI Note 14 Chính hãng (Helio G99 Ultra),Redmi,24,5.0,5,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-4g.html,Xanh Lime,4600000,4950000,Android 14,"MediaTek MT8781 Helio G99 Ultra (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",6.0,128.0,5500.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Màn hình phẳng kính Corning Gorilla 5
Kháng nước, bụi IP54",Xiaomi,false,6.67,120.0,1200.0,AMOLED,2,"",33.0,"108.0,2.0,2.0",20.0
Điện thoại Xiaomi REDMI Note 14 Chính hãng (Helio G99 Ultra),Redmi,24,5.0,5,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-4g.html,Đen Bán Dạ,4000000,4950000,Android 14,"MediaTek MT8781 Helio G99 Ultra (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",6.0,128.0,5500.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Màn hình phẳng kính Corning Gorilla 5
Kháng nước, bụi IP54",Xiaomi,false,6.67,120.0,1200.0,AMOLED,2,"",33.0,"108.0,2.0,2.0",20.0
Điện thoại Xiaomi REDMI Note 14 Chính hãng (Helio G99 Ultra),Redmi,24,5.0,5,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-14-4g.html,Đen Bán Dạ,4600000,4950000,Android 14,"MediaTek MT8781 Helio G99 Ultra (6 nm)
8 nhân (2x2.2 GHz & 6x2.0 GHz)
GPU: Mali-G57 MC2",6.0,128.0,5500.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Màn hình phẳng kính Corning Gorilla 5
Kháng nước, bụi IP54",Xiaomi,false,6.67,120.0,1200.0,AMOLED,2,"",33.0,"108.0,2.0,2.0",20.0
Điện thoại Realme Neo7x 5G (Snapdragon 6 Gen 4),Realme,12,5.0,14,https://mobilecity.vn/dien-thoai/realme-neo7x-5g.html,Trắng,4450000,,Android 15,"Qualcomm Snapdragon 6 Gen 4 (4 nm)
8 nhân (1x2.3 GHz & 3x2.2 GHz & 4x1.8 GHz)
GPU: Adreno xxx",8.0,128.0,6000.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Kháng nước, bụi IP68/IP69",Realme,false,6.67,120.0,2000.0,AMOLED,2,Li-Ion,45.0,50.0,16.0
Điện thoại Realme Neo7x 5G (Snapdragon 6 Gen 4),Realme,12,5.0,14,https://mobilecity.vn/dien-thoai/realme-neo7x-5g.html,Trắng,4950000,,Android 15,"Qualcomm Snapdragon 6 Gen 4 (4 nm)
8 nhân (1x2.3 GHz & 3x2.2 GHz & 4x1.8 GHz)
GPU: Adreno xxx",8.0,128.0,6000.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Kháng nước, bụi IP68/IP69",Realme,false,6.67,120.0,2000.0,AMOLED,2,Li-Ion,45.0,50.0,16.0
Điện thoại Realme Neo7x 5G (Snapdragon 6 Gen 4),Realme,12,5.0,14,https://mobilecity.vn/dien-thoai/realme-neo7x-5g.html,Trắng,6050000,,Android 15,"Qualcomm Snapdragon 6 Gen 4 (4 nm)
8 nhân (1x2.3 GHz & 3x2.2 GHz & 4x1.8 GHz)
GPU: Adreno xxx",8.0,128.0,6000.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Kháng nước, bụi IP68/IP69",Realme,false,6.67,120.0,2000.0,AMOLED,2,Li-Ion,45.0,50.0,16.0
Điện thoại Realme Neo7x 5G (Snapdragon 6 Gen 4),Realme,12,5.0,14,https://mobilecity.vn/dien-thoai/realme-neo7x-5g.html,Xám Titan,4450000,,Android 15,"Qualcomm Snapdragon 6 Gen 4 (4 nm)
8 nhân (1x2.3 GHz & 3x2.2 GHz & 4x1.8 GHz)
GPU: Adreno xxx",8.0,128.0,6000.0,"Khung nhựa phẳng
Mặt lưng nhựa phẳng
Kháng nước, bụi IP68/IP69",Realme,false,6.67,120.0,2000.0,AMOLED,2,Li-Ion,45.0,50.0,16.0
